6690	7511059.072	4700715.126
6689	7511059.443	4700726.685
6688	7511065.753	4700726.895
6687	7511066.553	4700727.865
6686	7511075.293	4700727.844
6685	7511090.553	4700729.114
6667	7511095.883	4700727.863
6662	7511096.123	4700720.563
6705	7511065.752	4700715.125
6420	7511060.274	4700760.314
6419	7511094.874	4700772.942
6418	7511116.965	4700778.121
6669	7511118.094	4700773.391
6668	7511102.844	4700761.832
6677	7511054.672	4700715.386
6676	7511058.583	4700734.935
6661	7511227.815	4700759.435
6660	7511231.294	4700740.255
6665	7511202.414	4700735.527
6664	7511155.483	4700729.12
6663	7511100.643	4700720.933
6417	7511166.295	4700782.378
6416	7511186.735	4700792.907
6415	7511193.236	4700797.706
6414	7511201.596	4700800.806
6413	7511212.116	4700800.805
6412	7511219.086	4700797.395
6666	7511222.326	4700784.975
6654	7511097.672	4700693.124
6706	7511074.542	4700691.895
6707	7511070.512	4700690.916
6708	7511055.002	4700690.666
6679	7511050.892	4700689.687
6678	7511050.892	4700701.666
6650	7511232.964	4700734.045
6649	7511236.843	4700708.326
6657	7511164.973	4700700.17
6656	7511127.602	4700695.282
6655	7511100.842	4700692.964
